Time - Plot 0	Amplitude - Plot 0	
0	0	
8E-9	0	
1.6E-8	0	
2.4E-8	0	
3.2E-8	142	
4E-8	638	
4.8E-8	1537	
5.6E-8	2770	
6.4E-8	4161	
7.2E-8	5488	
8E-8	6512	
8.8E-8	6833	
9.6E-8	6236	
1.04E-7	5182	
1.12E-7	4334	
1.2E-7	4063	
1.28E-7	4457	
1.36E-7	5265	
1.44E-7	6037	
1.52E-7	6428	
1.6E-7	6286	
1.68E-7	5609	
1.76E-7	4589	
1.84E-7	3493	
1.92E-7	2615	
2E-7	2200	
2.08E-7	2352	
2.16E-7	3056	
2.24E-7	4132	
2.32E-7	5317	
2.4E-7	6322	
2.48E-7	6890	
2.56E-7	6888	
2.64E-7	6308	
2.72E-7	5296	
2.8E-7	4101	
2.88E-7	3015	
2.96E-7	2307	
3.04E-7	2153	
3.12E-7	2586	
3.2E-7	3506	
3.28E-7	4677	
3.36E-7	5814	
3.44E-7	6634	
3.52E-7	6927	
3.6E-7	6632	
3.68E-7	5806	
3.76E-7	4666	
3.84E-7	3488	
3.92E-7	2563	
4E-7	2130	
4.08E-7	2281	
4.16E-7	2995	
4.24E-7	4085	
4.32E-7	5286	
4.4E-7	6305	
4.48E-7	6885	
4.56E-7	6893	
4.64E-7	6322	
4.72E-7	5317	
4.8E-7	4129	
4.88E-7	3048	
4.96E-7	2347	
5.04E-7	2200	
5.12E-7	2640	
5.2E-7	3568	
5.28E-7	4745	
5.36E-7	5888	
5.44E-7	6712	
5.52E-7	7007	
5.6E-7	6712	
5.68E-7	5884	
5.76E-7	4742	
5.84E-7	3560	
5.92E-7	2631	
6E-7	2192	
6.08E-7	2339	
6.16E-7	3048	
6.24E-7	4134	
6.32E-7	5332	
6.4E-7	6350	
6.48E-7	6929	
6.56E-7	6936	
6.64E-7	6364	
6.72E-7	5357	
6.8E-7	4168	
6.88E-7	3086	
6.96E-7	2383	
7.04E-7	2234	
7.12E-7	2670	
7.2E-7	3596	
7.28E-7	4771	
7.36E-7	5914	
7.44E-7	6740	
7.52E-7	7038	
7.6E-7	6746	
7.68E-7	5921	
7.76E-7	4779	
7.84E-7	3596	
7.92E-7	2664	
8E-7	2220	
8.08E-7	2360	
8.16E-7	3061	
8.24E-7	4138	
8.32E-7	5326	
8.4E-7	6332	
8.48E-7	6899	
8.56E-7	6893	
8.64E-7	6308	
8.72E-7	5287	
8.8E-7	4083	
8.88E-7	2986	
8.96E-7	2268	
9.04E-7	2102	
9.12E-7	2523	
9.2E-7	3432	
9.28E-7	4592	
9.36E-7	5719	
9.44E-7	6529	
9.52E-7	6813	
9.6E-7	6509	
9.68E-7	5675	
9.76E-7	4528	
9.84E-7	3345	
9.92E-7	2416	
1E-6	1980	
1.008E-6	2129	
1.016E-6	2841	
1.024E-6	3930	
1.032E-6	5131	
1.04E-6	6150	
1.048E-6	6730	
1.056E-6	6737	
1.064E-6	6165	
1.072E-6	5158	
1.08E-6	3968	
1.088E-6	2884	
1.096E-6	2179	
1.104E-6	2026	
1.112E-6	2459	
1.12E-6	3379	
1.128E-6	4550	
1.136E-6	5686	
1.144E-6	6503	
1.152E-6	6792	
1.16E-6	6490	
1.168E-6	5657	
1.176E-6	4508	
1.184E-6	3323	
1.192E-6	2390	
1.2E-6	1950	
1.208E-6	2097	
1.216E-6	2810	
1.224E-6	3901	
1.232E-6	5107	
1.24E-6	6134	
1.248E-6	6724	
1.256E-6	6743	
1.264E-6	6183	
1.272E-6	5189	
1.28E-6	4011	
1.288E-6	2940	
1.296E-6	2247	
1.304E-6	2106	
1.312E-6	2551	
1.32E-6	3483	
1.328E-6	4664	
1.336E-6	5810	
1.344E-6	6636	
1.352E-6	6934	
1.36E-6	6642	
1.368E-6	5816	
1.376E-6	4674	
1.384E-6	3493	
1.392E-6	2563	
1.4E-6	2123	
1.408E-6	2267	
1.416E-6	2974	
1.424E-6	4056	
1.432E-6	5249	
1.44E-6	6261	
1.448E-6	6834	
1.456E-6	6835	
1.464E-6	6258	
1.472E-6	5248	
1.48E-6	4056	
1.488E-6	2972	
1.496E-6	2269	
1.504E-6	2120	
1.512E-6	2558	
1.52E-6	3484	
1.528E-6	4660	
1.536E-6	5802	
1.544E-6	6626	
1.552E-6	6920	
1.56E-6	6625	
1.568E-6	5797	
1.576E-6	4655	
1.584E-6	3474	
1.592E-6	2547	
1.6E-6	2110	
1.608E-6	2260	
1.616E-6	2973	
1.624E-6	4063	
1.632E-6	5047	
1.64E-6	5422	
1.648E-6	5379	
1.656E-6	5440	
1.664E-6	5761	
1.672E-6	6268	
1.68E-6	6744	
1.688E-6	6752	
1.696E-6	6017	
