Time - Plot 0	Amplitude - Plot 0	
0	-7884	
8E-9	-7887	
1.6E-8	-7882	
2.4E-8	-7881	
3.2E-8	-7881	
4E-8	-7887	
4.8E-8	-7886	
5.6E-8	-7879	
6.4E-8	-7883	
7.2E-8	-7883	
8E-8	-7886	
8.8E-8	-7882	
9.6E-8	-7878	
1.04E-7	-7881	
1.12E-7	-7881	
1.2E-7	-7885	
1.28E-7	-7881	
1.36E-7	-7884	
1.44E-7	-7875	
1.52E-7	-7880	
1.6E-7	-7880	
1.68E-7	-7882	
1.76E-7	-7883	
1.84E-7	-7882	
1.92E-7	-7882	
2E-7	-7886	
2.08E-7	-7882	
2.16E-7	-7885	
2.24E-7	-7884	
2.32E-7	-7881	
2.4E-7	-7881	
2.48E-7	-7884	
2.56E-7	-7883	
2.64E-7	-7886	
2.72E-7	-7885	
2.8E-7	-7879	
2.88E-7	-7881	
2.96E-7	-7886	
3.04E-7	-7883	
3.12E-7	-7886	
3.2E-7	-7887	
3.28E-7	-7882	
3.36E-7	-7882	
3.44E-7	-7883	
3.52E-7	-7885	
3.6E-7	-7885	
3.68E-7	-7883	
3.76E-7	-7881	
3.84E-7	-7879	
3.92E-7	-7888	
4E-7	-7881	
4.08E-7	-7887	
4.16E-7	-7887	
4.24E-7	-7885	
4.32E-7	-7886	
4.4E-7	-7879	
4.48E-7	-7881	
4.56E-7	-7886	
4.64E-7	-7885	
4.72E-7	-7884	
4.8E-7	-7879	
4.88E-7	-7885	
4.96E-7	-7887	
5.04E-7	-7885	
5.12E-7	-7882	
5.2E-7	-7887	
5.28E-7	-7885	
5.36E-7	-7881	
5.44E-7	-7884	
5.52E-7	-7880	
5.6E-7	-7882	
5.68E-7	-7888	
5.76E-7	-7879	
5.84E-7	-7883	
5.92E-7	-7883	
6E-7	-7884	
6.08E-7	-7883	
6.16E-7	-7885	
6.24E-7	-7886	
6.32E-7	-7887	
6.4E-7	-7885	
6.48E-7	-7882	
6.56E-7	-7883	
6.64E-7	-7883	
6.72E-7	-7884	
6.8E-7	-7884	
6.88E-7	-7884	
6.96E-7	-7881	
7.04E-7	-7885	
7.12E-7	-7882	
7.2E-7	-7887	
7.28E-7	-7882	
7.36E-7	-7880	
7.44E-7	-7881	
7.52E-7	-7886	
7.6E-7	-7884	
7.68E-7	-7883	
7.76E-7	-7884	
7.84E-7	-7879	
7.92E-7	-7884	
8E-7	-7882	
8.08E-7	-7881	
8.16E-7	-7884	
8.24E-7	-7885	
8.32E-7	-7875	
8.4E-7	-7885	
8.48E-7	-7886	
8.56E-7	-7886	
8.64E-7	-7881	
8.72E-7	-7882	
8.8E-7	-7885	
8.88E-7	-7886	
8.96E-7	-7885	
9.04E-7	-7877	
9.12E-7	-7885	
9.2E-7	-7883	
9.28E-7	-7886	
9.36E-7	-7887	
9.44E-7	-7887	
9.52E-7	-7881	
9.6E-7	-7882	
9.68E-7	-7883	
9.76E-7	-7877	
9.84E-7	-7887	
9.92E-7	-7884	
1E-6	-7883	
1.008E-6	-7881	
1.016E-6	-7884	
1.024E-6	-7883	
1.032E-6	-7882	
1.04E-6	-7881	
1.048E-6	-7885	
1.056E-6	-7882	
1.064E-6	-7882	
1.072E-6	-7883	
1.08E-6	-7885	
1.088E-6	-7889	
1.096E-6	-7882	
1.104E-6	-7883	
1.112E-6	-7881	
1.12E-6	-7885	
1.128E-6	-7881	
1.136E-6	-7885	
1.144E-6	-7882	
1.152E-6	-7883	
1.16E-6	-7880	
1.168E-6	-7889	
1.176E-6	-7882	
1.184E-6	-7877	
1.192E-6	-7878	
1.2E-6	-7881	
1.208E-6	-7884	
1.216E-6	-7883	
1.224E-6	-7883	
1.232E-6	-7889	
1.24E-6	-7887	
1.248E-6	-7886	
1.256E-6	-7879	
1.264E-6	-7881	
1.272E-6	-7884	
1.28E-6	-7882	
1.288E-6	-7881	
1.296E-6	-7883	
1.304E-6	-7884	
1.312E-6	-7879	
1.32E-6	-7881	
1.328E-6	-7878	
1.336E-6	-7883	
1.344E-6	-7881	
1.352E-6	-7882	
1.36E-6	-7888	
1.368E-6	-7885	
1.376E-6	-7886	
1.384E-6	-7881	
1.392E-6	-7881	
1.4E-6	-7875	
1.408E-6	-7878	
1.416E-6	-7883	
1.424E-6	-7882	
1.432E-6	-7880	
1.44E-6	-7883	
1.448E-6	-7885	
1.456E-6	-7887	
1.464E-6	-7882	
1.472E-6	-7877	
1.48E-6	-7883	
1.488E-6	-7878	
1.496E-6	-7882	
1.504E-6	-7883	
1.512E-6	-7879	
1.52E-6	-7882	
1.528E-6	-7887	
1.536E-6	-7883	
