Time - Plot 0	Amplitude - Plot 0	
0	0	
8E-9	3085	
1.6E-8	3629	
2.4E-8	6413	
3.2E-8	6833	
4E-8	8006	
4.8E-8	7753	
5.6E-8	6480	
6.4E-8	1369	
7.2E-8	1760	
8E-8	3562	
8.8E-8	4711	
9.6E-8	7505	
1.04E-7	7978	
1.12E-7	7668	
1.2E-7	5865	
1.28E-7	5012	
1.36E-7	2551	
1.44E-7	1888	
1.52E-7	1211	
1.6E-7	1163	
1.68E-7	3076	
1.76E-7	3524	
1.84E-7	6394	
1.92E-7	6742	
2E-7	8149	
2.08E-7	7720	
2.16E-7	6828	
2.24E-7	5507	
2.32E-7	3614	
2.4E-7	2275	
2.48E-7	1297	
2.56E-7	1221	
2.64E-7	1845	
2.72E-7	3400	
2.8E-7	4783	
2.88E-7	6671	
2.96E-7	7558	
3.04E-7	7806	
3.12E-7	7701	
3.2E-7	5703	
3.28E-7	5040	
3.36E-7	2398	
3.44E-7	1926	
3.52E-7	1073	
3.6E-7	1216	
3.68E-7	2956	
3.76E-7	3586	
3.84E-7	6294	
3.92E-7	6814	
4E-7	8068	
4.08E-7	7801	
4.16E-7	6762	
4.24E-7	5603	
4.32E-7	3562	
4.4E-7	2384	
4.48E-7	1249	
4.56E-7	1349	
4.64E-7	1812	
4.72E-7	3548	
4.8E-7	4764	
4.88E-7	6833	
4.96E-7	7548	
5.04E-7	7973	
5.12E-7	7701	
5.2E-7	5860	
5.28E-7	5040	
5.36E-7	2542	
5.44E-7	1926	
5.52E-7	1197	
5.6E-7	1221	
5.68E-7	3052	
5.76E-7	3600	
5.84E-7	6366	
5.92E-7	6838	
6E-7	8130	
6.08E-7	7834	
6.16E-7	6814	
6.24E-7	5636	
6.32E-7	3610	
6.4E-7	2413	
6.48E-7	1297	
6.56E-7	1373	
6.64E-7	1855	
6.72E-7	3562	
6.8E-7	4802	
6.88E-7	6838	
6.96E-7	7596	
7.04E-7	7978	
7.12E-7	7763	
7.2E-7	5870	
7.28E-7	5112	
7.36E-7	2551	
7.44E-7	1993	
7.52E-7	1192	
7.6E-7	1278	
7.68E-7	3033	
7.76E-7	3638	
7.84E-7	6328	
7.92E-7	6862	
8E-7	8059	
8.08E-7	7839	
8.16E-7	6714	
8.24E-7	5617	
8.32E-7	3481	
8.4E-7	2365	
8.48E-7	1135	
8.56E-7	1297	
8.64E-7	1659	
8.72E-7	3452	
8.8E-7	4573	
8.88E-7	6704	
8.96E-7	7329	
9.04E-7	7820	
9.12E-7	7458	
9.2E-7	5693	
9.28E-7	4783	
9.36E-7	2379	
9.44E-7	1655	
9.52E-7	1049	
9.6E-7	939	
9.68E-7	2928	
9.76E-7	3309	
9.84E-7	6261	
9.92E-7	6542	
1E-6	8035	
1.008E-6	7524	
1.016E-6	6733	
1.024E-6	5307	
1.032E-6	3543	
1.04E-6	2079	
1.048E-6	1225	
1.056E-6	1040	
1.064E-6	1764	
1.072E-6	3233	
1.08E-6	4687	
1.088E-6	6518	
1.096E-6	7448	
1.104E-6	7663	
1.112E-6	7572	
1.12E-6	5546	
1.128E-6	4888	
1.136E-6	2232	
1.144E-6	1750	
1.152E-6	896	
1.16E-6	1025	
1.168E-6	2775	
1.176E-6	3390	
1.184E-6	6123	
1.192E-6	6628	
1.2E-6	7925	
1.208E-6	7629	
1.216E-6	6652	
1.224E-6	5441	
1.232E-6	3481	
1.24E-6	2236	
1.248E-6	1192	
1.256E-6	1211	
1.264E-6	1764	
1.272E-6	3419	
1.28E-6	4721	
1.288E-6	6714	
1.296E-6	7510	
1.304E-6	7863	
1.312E-6	7663	
1.32E-6	5760	
1.328E-6	5002	
1.336E-6	2451	
1.344E-6	1879	
1.352E-6	1116	
1.36E-6	1154	
1.368E-6	2980	
1.376E-6	3519	
1.384E-6	6290	
1.392E-6	6747	
1.4E-6	8035	
1.408E-6	7734	
1.416E-6	6704	
1.424E-6	5531	
1.432E-6	3490	
1.44E-6	2308	
1.448E-6	1173	
1.456E-6	1273	
1.464E-6	1726	
1.472E-6	3471	
1.48E-6	4673	
1.488E-6	6752	
1.496E-6	7462	
1.504E-6	7882	
1.512E-6	7625	
1.52E-6	5755	
1.528E-6	4973	
1.536E-6	2432	
1.544E-6	1869	
1.552E-6	1082	
1.56E-6	1178	
1.568E-6	2937	
1.576E-6	3567	
1.584E-6	6261	
1.592E-6	6814	
1.6E-6	8030	
1.608E-6	3085	
1.616E-6	3629	
1.624E-6	6413	
1.632E-6	6833	
1.64E-6	8006	
1.648E-6	7753	
1.656E-6	6480	
1.664E-6	1369	
1.672E-6	1760	
1.68E-6	3562	
1.688E-6	4711	
1.696E-6	7505	
1.704E-6	7978	
1.712E-6	7668	
1.72E-6	5865	
1.728E-6	5012	
1.736E-6	2551	
1.744E-6	1888	
1.752E-6	1211	
1.76E-6	1163	
1.768E-6	3076	
1.776E-6	3524	
1.784E-6	6394	
1.792E-6	6742	
1.8E-6	8149	
1.808E-6	7720	
1.816E-6	6828	
1.824E-6	5507	
1.832E-6	3614	
1.84E-6	2275	
1.848E-6	1297	
1.856E-6	1221	
1.864E-6	1845	
1.872E-6	3400	
1.88E-6	4783	
1.888E-6	6671	
1.896E-6	7558	
1.904E-6	7806	
1.912E-6	7701	
1.92E-6	5703	
1.928E-6	5040	
1.936E-6	2398	
1.944E-6	1926	
1.952E-6	1073	
1.96E-6	1216	
1.968E-6	2956	
1.976E-6	3586	
1.984E-6	6294	
1.992E-6	6814	
2E-6	8068	
2.008E-6	7801	
2.016E-6	6762	
2.024E-6	5603	
2.032E-6	3562	
2.04E-6	2384	
2.048E-6	1249	
2.056E-6	1349	
2.064E-6	1812	
2.072E-6	3548	
2.08E-6	4764	
2.088E-6	6833	
2.096E-6	7548	
2.104E-6	7973	
2.112E-6	7701	
2.12E-6	5860	
2.128E-6	5040	
2.136E-6	2542	
2.144E-6	1926	
2.152E-6	1197	
2.16E-6	1221	
2.168E-6	3052	
2.176E-6	3600	
2.184E-6	6366	
2.192E-6	6838	
2.2E-6	8130	
2.208E-6	7834	
2.216E-6	6814	
2.224E-6	5636	
2.232E-6	3610	
2.24E-6	2413	
2.248E-6	1297	
2.256E-6	1373	
2.264E-6	1855	
2.272E-6	3562	
2.28E-6	4802	
2.288E-6	6838	
2.296E-6	7596	
2.304E-6	7978	
2.312E-6	7763	
2.32E-6	5870	
2.328E-6	5112	
2.336E-6	2551	
2.344E-6	1993	
2.352E-6	1192	
2.36E-6	1278	
2.368E-6	3033	
2.376E-6	3638	
2.384E-6	6328	
2.392E-6	6862	
2.4E-6	8059	
2.408E-6	7839	
2.416E-6	6714	
2.424E-6	5617	
2.432E-6	3481	
2.44E-6	2365	
2.448E-6	1135	
2.456E-6	1297	
2.464E-6	1659	
2.472E-6	3452	
2.48E-6	4573	
2.488E-6	6704	
2.496E-6	7329	
2.504E-6	7820	
2.512E-6	7458	
2.52E-6	5693	
2.528E-6	4783	
2.536E-6	2379	
2.544E-6	1655	
2.552E-6	1049	
2.56E-6	939	
2.568E-6	2928	
2.576E-6	3309	
2.584E-6	6261	
2.592E-6	6542	
2.6E-6	8035	
2.608E-6	7524	
2.616E-6	6733	
2.624E-6	5307	
2.632E-6	3543	
2.64E-6	2079	
2.648E-6	1225	
2.656E-6	1040	
2.664E-6	1764	
2.672E-6	3233	
2.68E-6	4687	
2.688E-6	6518	
2.696E-6	7448	
2.704E-6	7663	
2.712E-6	7572	
2.72E-6	5546	
2.728E-6	4888	
2.736E-6	2232	
2.744E-6	1750	
2.752E-6	896	
2.76E-6	1025	
2.768E-6	2775	
2.776E-6	3390	
2.784E-6	6123	
2.792E-6	6628	
2.8E-6	7925	
2.808E-6	7629	
2.816E-6	6652	
2.824E-6	5441	
2.832E-6	3481	
2.84E-6	2236	
2.848E-6	1192	
2.856E-6	1211	
2.864E-6	1764	
2.872E-6	3419	
2.88E-6	4721	
2.888E-6	6714	
2.896E-6	7510	
2.904E-6	7863	
2.912E-6	7663	
2.92E-6	5760	
2.928E-6	5002	
2.936E-6	2451	
2.944E-6	1879	
2.952E-6	1116	
2.96E-6	1154	
2.968E-6	2980	
2.976E-6	3519	
2.984E-6	6290	
2.992E-6	6747	
3E-6	8035	
3.008E-6	7734	
3.016E-6	6704	
3.024E-6	5531	
3.032E-6	3490	
3.04E-6	2308	
3.048E-6	1173	
3.056E-6	1273	
3.064E-6	1726	
3.072E-6	3471	
3.08E-6	4673	
3.088E-6	6752	
3.096E-6	7462	
3.104E-6	7882	
3.112E-6	7625	
3.12E-6	5755	
3.128E-6	4973	
3.136E-6	2432	
3.144E-6	1869	
3.152E-6	1082	
3.16E-6	1178	
3.168E-6	2937	
3.176E-6	3567	
3.184E-6	6261	
3.192E-6	6814	
